Datetime,001,002,003,004,005,006,007,008,009,010,011
2022-11-01 00:00:00,0,1,0,0,0,0,0,0,0,0,0
2022-11-01 00:10:00,0,1,0,0,0,0,0,0,0,0,0
2022-11-01 00:20:00,0,1,0,0,0,0,0,0,0,0,0
